366,Health and Social Care Information Centre,PSN(Health),Information and communications technology (ICT),HSCIC3,Medium,0.00000,300930.00000,2175495.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Leeds West Yorkshire,UKE42,,,,Framework,04 Jun 16 00:00,14 Nov 13 15:28,14 Nov 13 15:28,,210,Health and Social Care Information Centre,0,7200000,1178648,,,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1178648
367,Health and Social Care Information Centre,Master Patient Index,Information and communications technology (ICT),HSCIC5,High,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Leeds West Yorkshire,UKE42,,,,Open,03 Feb 14 00:00,14 Nov 13 15:58,14 Nov 13 15:58,enquiries@hscic.gov.uk,210,Health and Social Care Information Centre,0,7200000,1178658,,,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1178658
368,Health and Social Care Information Centre,Health Journalism ,Information and communications technology (ICT),HSCIC007,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Leeds West Yorkshire,UKE42,,,,Open,15 Jan 14 00:00,14 Nov 13 16:14,14 Nov 13 16:14,,210,Health and Social Care Information Centre,0,3200000,1178664,,,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1178664
369,Health and Social Care Information Centre,Website traffic management ,Information and communications technology (ICT),HSCIC6,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Leeds West Yorkshire,UKE42,,,,Framework,05 May 14 00:00,14 Nov 13 16:18,14 Nov 13 16:18,enquiries@hscic.gov.uk,210,Health and Social Care Information Centre,0,4820000,1178665,,,60,Department of Health,60,Department of Health,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1178665
370,Ministry of Justice (MoJ) Procurement - ICT,FITS Network Services - Voice Video and Network Integration,Information and communications technology (ICT),TBC,High,0.00000,0.00000,13000000.00000,25000000.00000,25000000.00000,25000000.00000,25000000.00000,0.00000,London,UKI,,The requirement is National,01 Sep 14 00:00,Framework,01 Apr 14 00:00,04 Jul 13 11:17,04 Jul 13 11:17,,37,Ministry of Justice (MoJ) Procurement - ICT,0,7270000,1008212,,,32,Ministry of Justice (MoJ) Procurement,32,Ministry of Justice (MoJ) Procurement,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1008212
371,Ministry of Justice (MoJ) Procurement - ICT,FITS Network Services - WAN & LAN Provision,Information and communications technology (ICT),TBC,High,0.00000,0.00000,16000000.00000,32000000.00000,32000000.00000,32000000.00000,32000000.00000,0.00000,London,UKI,,The rquirement is National,01 Sep 14 00:00,Framework,01 Apr 14 00:00,04 Jul 13 11:16,04 Jul 13 11:16,,37,Ministry of Justice (MoJ) Procurement - ICT,0,7270000,1008222,,,32,Ministry of Justice (MoJ) Procurement,32,Ministry of Justice (MoJ) Procurement,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1008222
372,Ministry of Justice (MoJ) Procurement - ICT,PIN Phones for Prisons,Information and communications technology (ICT),1855,Medium,0.00000,0.00000,0.00000,0.00000,12000000.00000,14000000.00000,14000000.00000,0.00000,London,UKI,,Requirement is national,31 May 16 00:00,Open,31 Jan 16 00:00,29 Apr 13 12:23,29 Apr 13 12:23,,37,Ministry of Justice (MoJ) Procurement - ICT,0,3252200,930032,511470,511470,32,Ministry of Justice (MoJ) Procurement,32,Ministry of Justice (MoJ) Procurement,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=930032
373,Ministry of Justice (MoJ) Procurement - ICT,Microsoft Enterprise Licence Agreement,Information and communications technology (ICT),1069,Medium,0.00000,0.00000,0.00000,4353796.00000,4353796.00000,4353796.00000,4353796.00000,0.00000,London,UKI,,Requirement is national,01 Apr 15 00:00,Framework,31 Mar 15 00:00,29 Apr 13 12:25,29 Apr 13 12:25,,37,Ministry of Justice (MoJ) Procurement - ICT,0,7226000,930036,517726,517726,32,Ministry of Justice (MoJ) Procurement,32,Ministry of Justice (MoJ) Procurement,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=930036
374,Ministry of Justice (MoJ) Procurement - ICT,Software and Services Special option,Information and communications technology (ICT),1837,Medium,0.00000,0.00000,0.00000,2000000.00000,3700000.00000,3700000.00000,3700000.00000,0.00000,London,UKI,,Requirement is national,31 Oct 15 00:00,Open,02 Jul 15 00:00,29 Apr 13 12:26,29 Apr 13 12:26,,37,Ministry of Justice (MoJ) Procurement - ICT,0,7226100,930040,517720,517720,32,Ministry of Justice (MoJ) Procurement,32,Ministry of Justice (MoJ) Procurement,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=930040
375,Vehicle and Operator Services Agency,SIAM (including service desk) ,Information and communications technology (ICT),DSA03413,High,0.00000,0.00000,1224500.00000,1681600.00000,1732000.00000,1784000.00000,1837600.00000,0.00000,United Kingdom,UK,,Vehicle and Operator Services Agency (VOSA) and Driving Standards Agency (DSA) are UK wide organisations with facilities across the whole of the country. Services are to be provided principally in Bristol and Nottingham.,,Open,29 Nov 13 00:00,25 Nov 13 14:05,25 Nov 13 14:05,,97,Driving Standards Agency,0,7251000,1190531,1052345,1052345,65,Department for Transport,65,Department for Transport,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1190531
376,Vehicle and Operator Services Agency,End User Computing,Information and communications technology (ICT),DSA03513,High,0.00000,0.00000,1731600.00000,2378000.00000,2449400.00000,2449400.00000,2598600.00000,0.00000,United Kingdom,UK,,Vehicle and Operator Services Agency (VOSA) and Driving Standards Agency (DSA) are UK wide organisations with facilities across the whole of the country. Services are to be provided principally in Bristol and Nottingham.,,Open,31 Jan 14 00:00,25 Nov 13 14:15,25 Nov 13 14:15,,97,Driving Standards Agency,0,7250000,1190537,1060312,1060312,65,Department for Transport,65,Department for Transport,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1190537
377,Driving Standards Agency,Application Maintenance and Support Application Development and Systems Integration and Retained Controls,Information and communications technology (ICT),DSA03613,High,0.00000,0.00000,3018000.00000,4145000.00000,4145000.00000,4145000.00000,4530000.00000,0.00000,Nottingham Nottingham,UKF14,00FY,Services to be provided in Nottingham and Newcastle.,,Open,31 Jan 14 00:00,25 Nov 13 14:22,25 Nov 13 14:22,,97,Driving Standards Agency,0,7200000,1190538,1060321,1060321,65,Department for Transport,65,Department for Transport,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1190538
378,Maritime and Coastguard Agency,Maintenance of HM Coastguard telecommunications ,Information and communications technology (ICT),MCA 008/13/14,High,0.00000,0.00000,2000000.00000,2000000.00000,2000000.00000,2000000.00000,2000000.00000,10000000.00000,United Kingdom,UK,,MCA is a UK a wide organisation with facilities through out the country ,01 Apr 14 00:00,Framework,11 Dec 13 00:00,08 Aug 13 11:07,08 Aug 13 11:07,contracts@mcga.gov.uk,105,Maritime and Coastguard Agency,0,7133600,1058190,,,65,Department for Transport,65,Department for Transport,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1058190
379,Maritime and Coastguard Agency,Telecommunications installation ,Information and communications technology (ICT),MCA009/13/14,High,0.00000,0.00000,1200000.00000,1200000.00000,1200000.00000,1200000.00000,1200000.00000,6000000.00000,United Kingdom,UK,,MCA is a UK wide organisation with facilities across the whole of the country . ,01 Apr 14 00:00,Framework,11 Dec 13 00:00,08 Aug 13 11:19,08 Aug 13 11:19,contracts@mcga.gov.uk,105,Maritime and Coastguard Agency,0,7133600,1058195,,,65,Department for Transport,65,Department for Transport,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1058195
380,Department for Culture Media and Sport,Managed ICT Service,Information and communications technology (ICT),100001,Low,0.00000,0.00000,0.00000,5000000.00000,5000000.00000,5000000.00000,0.00000,0.00000,London,UKI,,,,Framework,31 Dec 14 00:00,29 Mar 13 00:00,11 Apr 12 09:44,,120,Department for Culture Media and Sport,0,7261000,487247,,,120,Department for Culture Media and Sport,120,Department for Culture Media and Sport,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=487247
381,Greater Manchester Police,Supply and Installation of Network Cabling,Information and communications technology (ICT),Police 3 ICT,Medium,0.00000,400000.00000,400000.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Manchester Greater Manchester South,UKD31,00BN,This contract will be available to Forces across the North West region,,Open,02 Jun 14 00:00,16 May 13 17:50,16 May 13 17:50,,2,Government Digital Services,0,3000000,949280,499307,492191,,,,,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=949280
382,British Transport Police,Computer Systems Support,Information and communications technology (ICT),Police 6 ICT,Medium,0.00000,400000.00000,400000.00000,0.00000,0.00000,0.00000,0.00000,0.00000,London,UKI,,This contract would be available nationally,,Open,02 Jun 14 00:00,16 May 13 17:53,16 May 13 17:53,,2,Government Digital Services,0,7200000,949281,492221,492199,,,,,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=949281
383,North Wales Police,IT Services,Information and communications technology (ICT),NorthWales00001,High,0.00000,0.00000,3500000.00000,3500000.00000,3500000.00000,3500000.00000,0.00000,0.00000,Wales,UKL,,Provision to be for North Wales Police Force.,,Open,02 Dec 13 00:00,07 Nov 13 12:58,07 Nov 13 12:58,,402,CD - Home Office Commercial Directorate,0,7200000,1169061,926242,926242,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1169061
384,Royal Berkshire Fire & Rescue Service,Video Conferencing Services,Information and communications technology (ICT),144,Medium,0.00000,2600.00000,2600.00000,2600.00000,2600.00000,0.00000,0.00000,0.00000,West Berkshire Berkshire,UKJ11,00MB,Royal Berkshire FRS HQ,26 Jun 14 00:00,Open,15 Jul 14 00:00,23 Nov 13 14:10,23 Nov 13 14:10,tender@rbfrs.co.uk,1904,Royal Berkshire Fire & Rescue Service,0,7200000,1190473,740851,740851,521,Other,521,Other,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1190473
385,DCLG,ICT and management systems for Non-Domestic Energy performance for building directive (EPDB),Information and communications technology (ICT),3,High,0.00000,0.00000,0.00000,0.00000,0.00000,2000000.00000,0.00000,0.00000,United Kingdom,UK,,,08 Mar 18 00:00,Open,01 Dec 17 00:00,29 Mar 13 00:00,25 Apr 12 14:46,,1780,DCLG,0,7200000,488272,,,129,Cabinet Office,129,Cabinet Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=488272
386,DCLG,ICT and management systems for Domestic Energy performance for building directive (EPDB),Information and communications technology (ICT),4,High,0.00000,0.00000,0.00000,0.00000,2000000.00000,0.00000,0.00000,0.00000,United Kingdom,UK,,,18 Dec 16 00:00,Open,01 Sep 16 00:00,29 Mar 13 00:00,25 Apr 12 14:44,,1780,DCLG,0,7200000,488274,,,129,Cabinet Office,129,Cabinet Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=488274
387,DECC,ICT Managed / Outsourced service (retender),Information and communications technology (ICT),Civil Nuclear Constabulary,Medium,0.00000,0.00000,1500000.00000,1500000.00000,1700000.00000,1700000.00000,0.00000,0.00000,United Kingdom,UK,,,01 Mar 14 00:00,Open,31 Dec 13 00:00,29 Mar 13 00:00,25 Apr 12 16:25,,1781,DECC,0,7200000,487315,,,129,Cabinet Office,129,Cabinet Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=487315
388,CD - Home Office Commercial Directorate,Network Maintenance and Support for WAN/LAN ,Information and communications technology (ICT),Leics0002,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,100000.00000,100000.00000,600000.00000,Leicester Leicester,UKF21,00FN,Leicester Police Force,01 Jul 16 00:00,Open,01 Feb 17 00:00,28 Mar 13 09:34,28 Mar 13 09:34,,402,CD - Home Office Commercial Directorate,0,72720000|72710000|72700000|72610000|7260000,890940,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=890940
389,CD - Home Office Commercial Directorate,Provision of Wide Area Network system,Information and communications technology (ICT),Leics0003,Medium,0.00000,0.00000,0.00000,215549.00000,215549.00000,215549.00000,215549.00000,862196.00000,Leicester Leicester,UKF21,00FN,Leicestershire Police,01 Jan 15 00:00,Open,01 Mar 15 00:00,28 Mar 13 09:58,28 Mar 13 09:58,,402,CD - Home Office Commercial Directorate,0,32430000|7272000,890942,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=890942
390,Metropolitan Police,Replacement Intranet System,Information and communications technology (ICT),Police 2 ICT,Medium,0.00000,0.00000,0.00000,1500000.00000,1500000.00000,1400000.00000,0.00000,0.00000,London,UKI,,,,Open,30 Jun 15 00:00,28 Feb 13 15:49,18 Apr 12 10:50,,402,CD - Home Office Commercial Directorate,0,7200000,492099,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492099
391,CD - Home Office Commercial Directorate,THE SUPPLY AND SERVICE MANAGEMENT OF AIRWAVE COMPATIBLE AERONAUTICAL COMMUNICATIONS EQUIPMENT,Information and communications technology (ICT),HOESC00001,Medium,0.00000,0.00000,4600000.00000,3800000.00000,2400000.00000,340000.00000,0.00000,0.00000,United Kingdom,UK,,,29 Nov 13 00:00,Framework,31 Jul 14 00:00,13 Nov 13 08:40,13 Nov 13 08:40,,402,CD - Home Office Commercial Directorate,0,72700000|3200000,1169114,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1169114
392,Avon and Somerset Police,Body Shop Vehicle repairers,Information and communications technology (ICT),HOFL00010,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,South West,UKK,,Avon and Somerset,,Open,01 Jan 15 00:00,12 Nov 13 11:45,12 Nov 13 11:45,,402,CD - Home Office Commercial Directorate,0,5011211,1172782,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1172782
393,CD - Home Office Commercial Directorate,WAN Break Fix Maintenance,Information and communications technology (ICT),E000002,High,0.00000,0.00000,0.00000,0.00000,140000.00000,140000.00000,0.00000,840000.00000,Norfolk East Anglia,UKH13,,Provision of service to cover Norfolk and Suffolk Forces,,Open,01 Jul 17 00:00,29 Mar 13 00:00,29 Oct 12 22:55,,402,CD - Home Office Commercial Directorate,0,5031230,627110,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=627110
394,Cheshire Constabulary,Integrated Business Systems Solution,Information and communications technology (ICT),CPA/SPU/10061,Low,0.00000,0.00000,0.00000,1000000.00000,1000000.00000,0.00000,0.00000,0.00000,Cheshire,UKD2,,This estimation is based on Cheshire and Northants only and does not include any other users who may purchase from the framework e.g. Greater Manchester Police.,,Open,02 Jun 14 00:00,29 Mar 13 00:00,22 Apr 12 10:00,,402,CD - Home Office Commercial Directorate,0,7500000,496148,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=496148
395,Metropolitan Police,999 Call Routing System,Information and communications technology (ICT),SS2/02/43A,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,9700000.00000,0.00000,0.00000,London,UKI,,,,Open,31 Jul 14 00:00,29 Mar 13 00:00,18 Apr 12 11:41,,402,CD - Home Office Commercial Directorate,0,7200000,492118,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492118
396,Metropolitan Police,Managed Radio Services,Information and communications technology (ICT),SS3/08/80,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,80000000.00000,0.00000,0.00000,London,UKI,,,,Open,30 Jun 17 00:00,29 Mar 13 00:00,18 Apr 12 11:49,,402,CD - Home Office Commercial Directorate,0,3200000,492119,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492119
397,Metropolitan Police,Provision of FInancial and Personal Data Investigation Service,Police services and equipment,SS310134B,Medium,0.00000,0.00000,0.00000,150000.00000,500000.00000,500000.00000,0.00000,0.00000,London,UKI,,,,Open,27 Feb 15 00:00,29 Mar 13 00:00,18 Apr 12 11:52,,402,CD - Home Office Commercial Directorate,0,7900000,492120,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492120
398,Metropolitan Police,Crowd Control Barriers Storage and Deployment,Police services and equipment,SS3/09/155,Medium,0.00000,0.00000,0.00000,1500000.00000,1500000.00000,1500000.00000,0.00000,0.00000,London,UKI,,,,Open,31 Mar 14 00:00,29 Mar 13 00:00,18 Apr 12 13:45,,402,CD - Home Office Commercial Directorate,0,3500000,492133,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492133
399,Metropolitan Police,Supply and Delivery of Ripstop Cargo Trousers,Police services and equipment,SS1102TV,Medium,0.00000,0.00000,700000.00000,700000.00000,700000.00000,700000.00000,0.00000,0.00000,London,UKI,,,,Open,29 Aug 14 00:00,26 Mar 13 21:39,18 Apr 12 14:38,,402,CD - Home Office Commercial Directorate,0,1800000,492156,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492156
400,Metropolitan Police,Cyclist clothing and Sportswear,Police services and equipment,SS3/10/135,Medium,0.00000,0.00000,0.00000,653900.00000,635900.00000,635900.00000,0.00000,0.00000,London,UKI,,,,Open,31 Jul 14 00:00,25 Mar 13 22:14,18 Apr 12 10:45,,402,CD - Home Office Commercial Directorate,0,1800000,492098,492094,492094,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492098
401,Metropolitan Police,Forensic Analysis of Electronic and Digital Devices,Police services and equipment,SS30784A,Low,0.00000,0.00000,0.00000,1200000.00000,1200000.00000,1200000.00000,0.00000,0.00000,London,UKI,,,,Open,31 Oct 14 00:00,29 Mar 13 00:00,18 Apr 12 15:10,,402,CD - Home Office Commercial Directorate,0,3500000,492168,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492168
402,CD - Home Office Commercial Directorate,Helicopter Engine Hourly Support,Police services and equipment,E000006,High,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Norfolk East Anglia,UKH13,,Provision of Helicopter Engine Hourly Support service cross Norfolk and Suffolk Forces,,Open,01 Sep 15 00:00,29 Mar 13 00:00,21 Aug 12 15:40,,402,CD - Home Office Commercial Directorate,0,6373000,627117,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=627117
403,CD - Home Office Commercial Directorate,National Forensic Framework Next Generation  - Forensic Analysis Services Lot 207 Drugs ,Police services and equipment,HOF00001,High,0.00000,0.00000,650000.00000,650000.00000,650000.00000,650000.00000,0.00000,3000000.00000,United Kingdom,UK,,,03 Mar 14 00:00,Framework,29 Jul 16 00:00,07 Nov 13 12:19,07 Nov 13 12:19,,402,CD - Home Office Commercial Directorate,0,75241100|8512120,1169034,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1169034
404,Avon and Somerset Police Force (SWOne),Driver offender re-training scheme,Police services and equipment,SWOne0003,High,0.00000,3000000.00000,3000000.00000,3000000.00000,3000000.00000,3000000.00000,3000000.00000,0.00000,South West,UKK,,Avon and Somerset Constabulary,,Open,30 Nov 13 00:00,11 Nov 13 22:07,11 Nov 13 22:07,,402,CD - Home Office Commercial Directorate,0,80550000|8051000,1172786,722734,722734,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1172786
405,Metropolitan Police,Mobile Finger Print Devices,Police services and equipment,SS2/12/23,Low,0.00000,1325702.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,London,UKI,,,,Open,30 Sep 14 00:00,14 Mar 13 06:04,18 Apr 12 10:59,,402,CD - Home Office Commercial Directorate,0,7200000,492104,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=492104
406,CD - Home Office Commercial Directorate,Force Catering Services - Southern Support HQ,Police services and equipment,Hamp00004,Medium,0.00000,0.00000,0.00000,0.00000,200000.00000,200000.00000,0.00000,1200000.00000,Hampshire and Isle of Wight,UKJ3,,,,Open,01 Apr 16 00:00,29 Mar 13 00:01,29 Oct 12 22:09,,402,CD - Home Office Commercial Directorate,0,5550000,708168,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=708168
407,CD - Home Office Commercial Directorate,National Forensic Framework Next Generation  - Forensic Analysis Services ,Police services and equipment,HOF00002,Medium,0.00000,0.00000,1000000.00000,1000000.00000,1000000.00000,1000000.00000,0.00000,6000000.00000,London,UKI,,Anticipated that services will be undertaken at supplier premises and delivered at various london sites for the MPS. ,05 May 14 00:00,Framework,29 Jul 16 00:00,11 Nov 13 13:25,11 Nov 13 13:25,,402,CD - Home Office Commercial Directorate,0,75241100|7190000,1169071,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1169071
408,Metropolitan Police Service (MPS),PROVISION OF SCENE OF CRIME KITS AND BRANDED CONSUMABLES,Police services and equipment,MPS0029,High,0.00000,250000.00000,250000.00000,250000.00000,250000.00000,0.00000,0.00000,1000000.00000,London,UKI,,,03 Feb 14 00:00,Open,03 Feb 14 00:00,11 Nov 13 09:33,11 Nov 13 09:33,,402,CD - Home Office Commercial Directorate,0,33140000|3395400,1170722,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1170722
409,Metropolitan Police Service (MPS),EXTERNAL PRINTING AND ASSOCIATED SERVICES,Police services and equipment,MPS0028,High,0.00000,307692.00000,307692.00000,307692.00000,307692.00000,307692.00000,307692.00000,8000000.00000,London,UKI,,,03 Mar 14 00:00,Open,03 Mar 14 00:00,11 Nov 13 09:16,11 Nov 13 09:16,,402,CD - Home Office Commercial Directorate,0,7980000,1170724,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1170724
410,Metropolitan Police Service (MPS),NATIONAL UNIFORM MANAGED SERVICE ,Police services and equipment,MPS0027,High,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,United Kingdom,UK,,National solution to be offered across all Police Forces within UK.  Lead by MPS on behalf of the service to enable a national option provided for managed service provision.   Intention is for forces to migrate to a managed service provision where it offe,09 Dec 13 00:00,Open,30 Jun 14 00:00,11 Nov 13 09:08,11 Nov 13 09:08,,402,CD - Home Office Commercial Directorate,0,72514100|79996100|3581120,1170727,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1170727
411,British Transport Police,Forensic Medical Services,Police services and equipment,HOPS00019,High,0.00000,0.00000,0.00000,450000.00000,450000.00000,450000.00000,450000.00000,0.00000,London,UKI,,British Transport Police,,Open,07 Nov 14 00:00,12 Nov 13 17:07,12 Nov 13 17:07,,402,CD - Home Office Commercial Directorate,0,85121200|85120000|7962500,1172761,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1172761
412,Offices for Police and Crime Commissioners for Norfolk and Suffolk,Speed Awareness & Driver Improvement scheme,Police services and equipment,HOPS00020,High,0.00000,0.00000,0.00000,540000.00000,540000.00000,540000.00000,540000.00000,2700000.00000,East of England,UKH,,Provision of service across Norfolk and Suffolk Force areas,,Open,02 Jun 14 00:00,12 Nov 13 17:02,12 Nov 13 17:02,,402,CD - Home Office Commercial Directorate,0,80550000|8051000,1172762,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1172762
413,Gloucestershire Police Force,Custodial services provision,Police services and equipment,HOPS00001,High,0.00000,947362.00000,947362.00000,947362.00000,947362.00000,947362.00000,947362.00000,0.00000,Gloucester Gloucestershire,UKK13,23UE,,01 Jan 14 00:00,Open,01 Apr 14 00:00,11 Nov 13 13:48,11 Nov 13 13:48,,402,CD - Home Office Commercial Directorate,0,7523120,1170702,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1170702
414,Office of Police and Crime Commissioner for Hertfordshire,Forensic Medical Services,Police services and equipment,HOF00013,High,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,12500000.00000,East of England,UKH,,Provision of Forensic Medical Examiner services across a four force model.  Bedfordshire Cambridgeshire Hertfordshire and Essex.,,Framework,01 Jan 14 00:00,12 Nov 13 16:37,12 Nov 13 16:37,,402,CD - Home Office Commercial Directorate,0,85121200|85120000|7962500,1172768,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1172768
415,Derbyshire Police,Healthcare in Custody & FME services,Police services and equipment,HOPS00027,Medium,0.00000,0.00000,0.00000,0.00000,0.00000,1200000.00000,1200000.00000,0.00000,Derby Derby,UKF11,00FK,Derbyshire,03 Jul 17 00:00,Open,03 Jul 17 00:00,12 Nov 13 15:31,12 Nov 13 15:31,,402,CD - Home Office Commercial Directorate,0,85121200|85120000|7962500,1172774,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1172774
416,Surrey Police,Supply Installation and Maintenance of Automatic Number Plate Recognition (ANPR) sites and Infrastructure,Police services and equipment,HOPS00028,High,0.00000,250000.00000,250000.00000,200000.00000,100000.00000,100000.00000,100000.00000,600000.00000,South East,UKJ,,Provision to be made across Surrey,,Open,02 Nov 15 00:00,12 Nov 13 13:24,12 Nov 13 13:24,,402,CD - Home Office Commercial Directorate,0,35120000|50000000|4530000,1172775,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1172775
417,CD - Home Office Commercial Directorate,National Forensic Framework Next Generation  - Forensic Analysis Services,Police services and equipment,HOF00003,Low,0.00000,0.00000,3000000.00000,3000000.00000,3000000.00000,3000000.00000,0.00000,12000000.00000,West Midlands,UKG,,West Midlands Region:West Mid Police Warwickshire West Mercia Staffordshire.Anticipated that services will be undertaken at supplier premises and delivered at various West Midlands sites ,01 Aug 14 00:00,Framework,29 Jul 16 00:00,11 Nov 13 13:16,11 Nov 13 13:16,,402,CD - Home Office Commercial Directorate,0,75241100|7190000,1169077,,,259,Home Office,259,Home Office,http://www.contractsfinder.businesslink.gov.uk/Common/View%20Notice.aspx?NoticeId=1169077
