ID,Framework,LotDescription,SupplierName,CustomerName,ReturnMonth,ProjectNameAndDescription,EvidencedSpend,Sector,SMEorLarge
5757,G-Cloud,4,Deltascheme Ltd,National Audit Office,2013-12-01,The provision of SharePoint Technical Services to assist with the delivery of a working SharePoint 2013 prototype environment,870,Central Government,SME
5758,G-Cloud,4,Mozaic-Services Ltd,Home Office,2013-12-01,Tooling Lead,13260,Central Government,SME
5759,G-Cloud,4,SPECIALIST COMPUTER CENTRE,Cabinet Office,2013-12-01,Transition Management,12195,Central Government,Large
5760,G-Cloud,4,SCC (Specialist Computer Centre),Civil Aviation Authority,2013-12-01,Transition Management,1626,Central Government,Large
5761,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-12-01,User Management,6961.35,Central Government,Large
5762,G-Cloud,4,LA International Computer Consultants Ltd,Foreign And Commonwealth Office,2013-12-01,User Management,3712.8,Central Government,Large
5763,G-Cloud,4,SEQUENCE COLLECTIVE LTD,Cabinet Office,2013-12-01,VEND application support services,15257,Central Government,SME
5764,G-Cloud,4,4C Strategies Ltd,University of Stirling,2013-12-01,Wireless Procurement,4900,Devolved Administrations,SME
5765,G-Cloud,4,Prederi Limited,NHS Arden CSU,2013-12-01,Work in progress to date on assessing the currencies to,20000,Health,SME
5766,G-Cloud,4,Prederi Limited,NHS Arden CSU,2013-12-01,Work in progress to date on assessing the currencies to be used by Arden Commissioning Support and providing output costing studies for all output areas,48675,Health,SME
5767,G-Cloud,4,Auriga Consulting Ltd,Department for Education,2013-12-01,Work on the PSN Transition Project,5400,Central Government,SME
5768,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2013-12-01,YJB Hosting PM,6383,Central Government,SME
5769,G-Cloud,4,Alpine Resourcing Limited,Ministry of Justice,2013-12-01,YJB Hosting PM - December 2013,12766,Central Government,SME
5770,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2014-01-01,2,139587.28,Central Government,Large
5771,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2014-01-01,2,599.2,Central Government,Large
5772,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2014-01-01,2,30973.6,Central Government,Large
5773,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2014-01-01,2,599.2,Central Government,Large
5774,G-Cloud,1,ComputaCenter (UK) Ltd,Care Quality Commission,2014-01-01,2,599.2,Central Government,Large
5775,G-Cloud,1,ADVANCED BUSINESS SOFTWARE & SOLUTIONS LTD,Borough of Poole Council,2014-01-01,2 Consultancy Days,1790,Local Government,Large
5776,G-Cloud,1,FORDWAY SOLUTIONS LTD,Skills Funding Agency,2014-01-01,3.G2.118.001,7085,Central Government,SME
5777,G-Cloud,1,FORDWAY SOLUTIONS LTD,Skills Funding Agency,2014-01-01,3.G2.118.001,41520,Central Government,SME
5778,G-Cloud,1,FORDWAY SOLUTIONS LTD,Skills Funding Agency,2014-01-01,3.G2.118.001,14170,Central Government,SME
5779,G-Cloud,1,FORDWAY SOLUTIONS LTD,Skills Funding Agency,2014-01-01,3.G2.118.001,430,Central Government,SME
5780,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,House of Commons,2014-01-01,COMPUTE,2236.92,Central Government,SME
5781,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Home Office,2014-01-01,COMPUTE,10214.02,Central Government,SME
5782,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Home Office,2014-01-01,COMPUTE,2309.22,Central Government,SME
5783,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Ministry of Defence,2014-01-01,COMPUTE,449.55,Central Government,SME
5784,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Department for Work And Pensions,2014-01-01,COMPUTE,527.04,Central Government,SME
5785,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Home Office,2014-01-01,COMPUTE,265.33,Central Government,SME
5786,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Ministry of Defence,2014-01-01,COMPUTE,4495.81,Central Government,SME
5787,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Driver and Vehicle Licensing Agency,2014-01-01,COMPUTE,6849.53,Central Government,SME
5788,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Driver and Vehicle Licensing Agency,2014-01-01,COMPUTE,6451.94,Central Government,SME
5789,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Driver and Vehicle Licensing Agency,2014-01-01,COMPUTE,121.77,Central Government,SME
5790,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Driver and Vehicle Licensing Agency,2014-01-01,COMPUTE,11141.28,Central Government,SME
5791,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Crown Commercial Service,2014-01-01,COMPUTE,4360.74,Central Government,SME
5792,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Crown Commercial Service,2014-01-01,COMPUTE,112135.33,Central Government,SME
5793,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,HM Revenue and Customs,2014-01-01,COMPUTE,43516.9,Central Government,SME
5794,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Department for Work And Pensions,2014-01-01,COMPUTE,907.48,Central Government,SME
5795,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Home Office,2014-01-01,COMPUTE,7850.16,Central Government,SME
5796,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Crown Commercial Service,2014-01-01,COMPUTE,22517.83,Central Government,SME
5797,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Cabinet Office,2014-01-01,COMPUTE,531.69,Central Government,SME
5798,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Department for Work And Pensions,2014-01-01,COMPUTE,516.79,Central Government,SME
5799,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Office for National Statistics,2014-01-01,COMPUTE,81.24,Central Government,SME
5800,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,HM Land Registry,2014-01-01,COMPUTE,576.28,Central Government,SME
5801,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Environment Agency,2014-01-01,COMPUTE,2398.71,Central Government,SME
5802,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Ministry of Justice,2014-01-01,COMPUTE,566.12,Central Government,SME
5803,G-Cloud,1,SKYSCAPE CLOUD SERVICES LTD,Ministry of Justice,2014-01-01,COMPUTE,543.19,Central Government,SME
5804,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,195,Central Government,Large
5805,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,117,Central Government,Large
5806,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,632,Central Government,Large
5807,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,105,Central Government,Large
5808,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,51,Central Government,Large
5809,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,1652,Central Government,Large
5810,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,210,Central Government,Large
5811,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,218,Central Government,Large
5812,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,105,Central Government,Large
5813,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,15,Central Government,Large
5814,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,30,Central Government,Large
5815,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,545,Central Government,Large
5816,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,2580,Central Government,Large
5817,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,1080,Central Government,Large
5818,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,237,Central Government,Large
5819,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,2124,Health,Large
5820,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,190,Health,Large
5821,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,224.78,Health,Large
5822,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,21,Health,Large
5823,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,472,Central Government,Large
5824,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,150,Central Government,Large
5825,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,2000,Health,Large
5826,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,218,Central Government,Large
5827,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,740,Central Government,Large
5828,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,904,Central Government,Large
5829,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,135,Central Government,Large
5830,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,135,Central Government,Large
5831,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Cabinet Office,2014-01-01,Compute,270,Central Government,Large
5832,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Compute,190,Central Government,Large
5833,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,800,Health,Large
5834,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,180,Health,Large
5835,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,90.8599,Health,Large
5836,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Compute,90,Health,Large
5837,G-Cloud,1,SCC (Specialist Computer Centre),Highways Agency,2014-01-01,Compute,1100,Central Government,Large
5838,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,4140,Central Government,Large
5839,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,165,Central Government,Large
5840,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,11064,Central Government,Large
5841,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,9762.96,Central Government,Large
5842,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,3784,Central Government,Large
5843,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,2227,Central Government,Large
5844,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,2310,Central Government,Large
5845,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,39,Central Government,Large
5846,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,253.42,Central Government,Large
5847,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,26.6,Central Government,Large
5848,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,740,Central Government,Large
5849,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,1440,Central Government,Large
5850,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Compute,27151.32,Central Government,Large
5851,G-Cloud,1,Datrix,Royal Surrey County Hospital NHS Foundation Trust,2014-01-01,Core Hardware for Network Infrastructure,0,Health,SME
5852,G-Cloud,1,Dell Corporation Ltd,Strathclyde Fire and Rescue Service,2014-01-01,Dell V Cloud Reserved Capacity,2469,Devolved Administrations,Large
5853,G-Cloud,1,Datrix,Royal Surrey County Hospital NHS Foundation Trust,2014-01-01,Edge Switch Hardware for Network Infrastructure,0,Health,SME
5854,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2014-01-01,IaaS,21045,Health,SME
5855,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2014-01-01,IaaS,35885,Health,SME
5856,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2014-01-01,IaaS,13770,Health,SME
5857,G-Cloud,1,INTECHNOLOGY PLC,Health and Social Care Information Centre,2014-01-01,IaaS,27050,Health,SME
5858,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS,3329.34,Central Government,SME
5859,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS,5552,Central Government,SME
5860,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS,3223.86,Central Government,SME
5861,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS,136.8,Central Government,SME
5862,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS,121940,Central Government,SME
5863,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS,14114.32,Central Government,SME
5864,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS,20606,Central Government,SME
5865,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS,32949,Central Government,SME
5866,G-Cloud,1,Eduserv,Department for Education,2014-01-01,IaaS (credit note),-136.8,Central Government,SME
5867,G-Cloud,1,Daisy Group PLC,Sussex Partnership NHS Foundation Trust,2014-01-01,Infrastructure as a Service,128064.1,Health,Large
5868,G-Cloud,1,Daisy Group PLC,Sussex Partnership NHS Foundation Trust,2014-01-01,Infrastructure as a Service,78005.77,Health,Large
5869,G-Cloud,1,Daisy Group PLC,Sussex Partnership NHS Foundation Trust,2014-01-01,Infrastructure as a Service,83213.56,Health,Large
5870,G-Cloud,1,Daisy Group PLC,Sussex Partnership NHS Foundation Trust,2014-01-01,Infrastructure as a Service,80633.23,Health,Large
5871,G-Cloud,1,MEMSET LTD,University of Plymouth,2014-01-01,I-STOR,5.48,Education,SME
5872,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memset Dedicated Server,214,Central Government,SME
5873,G-Cloud,1,MEMSET LTD,ESTYN,2014-01-01,Memset Dedicated Server,1318,Devolved Administrations,SME
5874,G-Cloud,1,MEMSET LTD,ESTYN,2014-01-01,Memset Dedicated Server,1168,Devolved Administrations,SME
5875,G-Cloud,1,MEMSET LTD,Home Office,2014-01-01,Memstore™ Cloud Storage,10.49,Central Government,SME
5876,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,13.74,Central Government,SME
5877,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,17.81,Central Government,SME
5878,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,10.11,Central Government,SME
5879,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,12.31,Central Government,SME
5880,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,12.97,Central Government,SME
5881,G-Cloud,1,MEMSET LTD,Home Office,2014-01-01,Memstore™ Cloud Storage,10.5,Central Government,SME
5882,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,8.75,Central Government,SME
5883,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,10.41,Central Government,SME
5884,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,11.25,Central Government,SME
5885,G-Cloud,1,MEMSET LTD,ESTYN,2014-01-01,Memstore™ Cloud Storage,180.73,Devolved Administrations,SME
5886,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,10.67,Central Government,SME
5887,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Memstore™ Cloud Storage,10.87,Central Government,SME
5888,G-Cloud,1,MEMSET LTD,University of Plymouth,2014-01-01,Miniserver VM Virtual Server,10.26,Education,SME
5889,G-Cloud,1,MEMSET LTD,University of Plymouth,2014-01-01,Miniserver VM Virtual Server,1588.5,Education,SME
5890,G-Cloud,1,MEMSET LTD,Home Office,2014-01-01,Miniserver VM® Virtual Server (monthly),37.95,Central Government,SME
5891,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Miniserver VM® Virtual Server (monthly),752.85,Central Government,SME
5892,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Miniserver VM® Virtual Server (monthly),1524.5,Central Government,SME
5893,G-Cloud,1,MEMSET LTD,Home Office,2014-01-01,Miniserver VM® Virtual Server (monthly),1542.51,Central Government,SME
5894,G-Cloud,1,MEMSET LTD,Home Office,2014-01-01,Miniserver VM® Virtual Server (monthly),98.95,Central Government,SME
5895,G-Cloud,1,MEMSET LTD,Home Office,2014-01-01,Miniserver VM® Virtual Server (monthly),37.95,Central Government,SME
5896,G-Cloud,1,MEMSET LTD,Home Office,2014-01-01,Miniserver VM® Virtual Server (monthly),37.95,Central Government,SME
5897,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Miniserver VM® Virtual Server (monthly),782.85,Central Government,SME
5898,G-Cloud,1,MEMSET LTD,Staffordshire County Council,2014-01-01,Miniserver VM® Virtual Server (monthly),377.85,Local Government,SME
5899,G-Cloud,1,MEMSET LTD,Home Office,2014-01-01,Miniserver VM® Virtual Server (monthly),37.95,Central Government,SME
5900,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Miniserver VM® Virtual Server (monthly),46.95,Central Government,SME
5901,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Miniserver VM® Virtual Server (monthly),46.95,Central Government,SME
5902,G-Cloud,1,MEMSET LTD,Cabinet Office,2014-01-01,Miniserver VM® Virtual Server (monthly),842.85,Central Government,SME
5903,G-Cloud,1,MEMSET LTD,ESTYN,2014-01-01,Miniserver VM® Virtual Server (monthly),4361.5,Devolved Administrations,SME
5904,G-Cloud,1,MEMSET LTD,ESTYN,2014-01-01,Miniserver VM® Virtual Server (monthly),4151.55,Devolved Administrations,SME
5905,G-Cloud,1,CSC,Care Quality Commission,2014-01-01,Move from Lexicon to Tunbridge Wells Datacentre Hosting Charges,33500,Central Government,Large
5906,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Storage,357,Central Government,Large
5907,G-Cloud,1,SPECIALIST COMPUTER CENTRE,Crown Commercial Service,2014-01-01,Storage,823.05,Central Government,Large
5908,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Storage,23,Health,Large
5909,G-Cloud,1,SPECIALIST COMPUTER CENTRE,NHS Commissioning Board acting as West and South Yorkshire and Bassetlaw Commissioning Support Unit,2014-01-01,Storage,158,Health,Large
5910,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Storage,564,Central Government,Large
5911,G-Cloud,1,SCC (Specialist Computer Centre),Civil Aviation Authority,2014-01-01,Storage,264,Central Government,Large
5912,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,0,Central Government,Large
5913,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,0,Central Government,Large
5914,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,18.17,Central Government,Large
5915,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,0,Central Government,Large
5916,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,199.21,Central Government,Large
5917,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,324.52,Central Government,Large
5918,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,225,Central Government,Large
5919,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,15,Central Government,Large
5920,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,25,Central Government,Large
5921,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,141.5,Central Government,Large
5922,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,0,Central Government,Large
5923,G-Cloud,1,INTEROUTE COMMUNICATIONS LTD,Houses of Parliament,2014-01-01,Virtual Data centre Service,0,Central Government,Large
5924,G-Cloud,2,FCO SERVICES,Home Office,2014-01-01,Cradle GSAE IL3 PaaS Medium VM - 2 vCPU @ 2.6 GHz - 8GB RAM 80GB disc includes AV and OS patching SOC Vcentre/Hawkeye Monitoring Daily Back Ups Technical Assistance,615,Central Government,Large
5925,G-Cloud,2,FCO SERVICES,Home Office,2014-01-01,AFTC Bandwidth (Undedicated),200,Central Government,Large
5926,G-Cloud,2,FCO SERVICES,Home Office,2014-01-01,AFTC Remote Access Solution (RAS),191,Central Government,Large
5927,G-Cloud,2,FCO SERVICES,Home Office,2014-01-01,AFTC VM - Pre production,4470,Central Government,Large
5928,G-Cloud,2,FCO SERVICES,Home Office,2014-01-01,Cradle GSAE Remote Access Service,191,Central Government,Large
5929,G-Cloud,2,FCO SERVICES,Home Office,2014-01-01,Cradle Gsi 2 Mbps non dedicated dandwidth,20,Central Government,Large
5930,G-Cloud,2,Axis12 Ltd,Care Quality Commission,2014-01-01,Drupal Hosting,9660,Central Government,SME
5931,G-Cloud,2,Axis12 Ltd,Care Quality Commission,2014-01-01,Drupal Hosting,5295,Central Government,SME
5932,G-Cloud,2,FIVIUM LTD,Department For Business Innovation And Skills,2014-01-01,FOXopen As A Service,50232,Central Government,SME
5933,G-Cloud,2,FIVIUM LTD,Department For Business Innovation And Skills,2014-01-01,FOXopen As A Service,73906,Central Government,SME
5934,G-Cloud,2,System Associates Ltd,Coal Authority The,2014-01-01,Inferis hosting,5000,Central Government,SME
5935,G-Cloud,2,Bramble.cc Ltd,Department of Health,2014-01-01,Koha Support/Hosting,12063,Central Government,SME
5936,G-Cloud,2,Bramble.cc Ltd,Home Office,2014-01-01,Library Deal,1452.5,Central Government,SME
5937,G-Cloud,2,Bramble.cc Ltd,Home Office,2014-01-01,Library Deal,664.95,Central Government,SME
5938,G-Cloud,3,BUSINESSWEB SOFTWARE T/A FIRMSTEP LTD,Warwick District Council,2014-01-01,AchieveService AchieveForms and payment connector,77333.14,Local Government,SME
5939,G-Cloud,3,Softcat,Royal Borough of Kingston upon Thames Council,2014-01-01,AirWatch MDM MAM MEM - Hosting - Shared Cloud - 10 Users - 12 Months,240,Local Government,Large
5940,G-Cloud,3,Softcat,Cabinet Office,2014-01-01,AirWatch MDM MAM MEM - Hosting - Shared Cloud - 10 Users - 12 Months,432,Central Government,Large
5941,G-Cloud,3,Softcat,Royal Borough of Kingston upon Thames Council,2014-01-01,AirWatch MDM MAM MEM - License  - 12 Months,984,Local Government,Large
5942,G-Cloud,3,Softcat,Cabinet Office,2014-01-01,AirWatch MDM MAM MEM - License  - 12 Months,1771.2,Central Government,Large
5943,G-Cloud,3,Redweb Ltd,Cabinet Office,2014-01-01,Quality assurance rework,2900.06,Central Government,SME
5944,G-Cloud,3,Redweb Ltd,Cabinet Office,2014-01-01,Quality assurance rework,820.02,Central Government,SME
5945,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Oxford City Council,2014-01-01,1 broadcast package,12000,Local Government,SME
5946,G-Cloud,3,INOVEM LTD,Department For Communities And Local Government,2014-01-01,150 Kahootz (IL2) users for Fire & Rescue Service project,7500,Central Government,SME
5947,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Care Quality Commission,2014-01-01,25 Huddle User Licenses,4500,Central Government,SME
5948,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Office of Communications,2014-01-01,25 Huddle User Licenses,4500,Local Government,SME
5949,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,HM Revenue and Customs,2014-01-01,30 Huddle User Licenses,17280,Central Government,SME
5950,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,University College London Hospitals NHS Foundation Trust,2014-01-01,33 Huddle User Licenses,5940,Health,SME
5951,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Driving Standards Agency,2014-01-01,50 Huddle User Licenses,9000,Central Government,SME
5952,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Department Of Energy And Climate Change,2014-01-01,50 Huddle User Licenses,9000,Central Government,SME
5953,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Valuation Office Agency,2014-01-01,50 Huddle User Licenses,9000,Central Government,SME
5954,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Doncaster and Bassetlaw Hospitals NHS Foundation Trust,2014-01-01,50 Huddle User Licenses,12000,Health,SME
5955,G-Cloud,3,INOVEM LTD,Ministry of Justice,2014-01-01,500 Kahootz (IL2) users to collaborate with NHS England,12000,Central Government,SME
5956,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Cabinet Office,2014-01-01,60 Huddle User Licenses,17280,Central Government,SME
5957,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Greater London Authority,2014-01-01,60 Huddle User Licenses,10800,Local Government,SME
5958,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Renfrewshire Council,2014-01-01,60 Huddle User Licenses,10800,Devolved Administrations,SME
5959,G-Cloud,3,NINIAN SOLUTIONS LTD T/A HUDDLE,Bracknell Forest Borough Council,2014-01-01,75 Huddle User Licenses,13500,Local Government,SME
5960,G-Cloud,3,Execview Ltd,East Sussex County Council,2014-01-01,Additional Saas,1078,Local Government,SME
5961,G-Cloud,3,Nudge Digital Ltd,Department of Health,2014-01-01,Additional work to get the ''Winter check'' dashboard working on the same domain as the ''Dementia'' dashboard,750,Central Government,SME
5962,G-Cloud,3,Ctalk Limited,Warwick District Council,2014-01-01,Administrator License,153,Local Government,SME
5963,G-Cloud,3,Ctalk Limited,Warwick District Council,2014-01-01,Agent Telephony License with call recording,5832,Local Government,SME
5964,G-Cloud,3,Ctalk Limited,Warwick District Council,2014-01-01,Agent Voicemail License,138.6,Local Government,SME
